Time,Var,Value,EPU
M_201509,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.07674394,GOM
M_201509,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.027424,GB
M_201509,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.04113605,MAB
M_201510,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.02109481,GOM
M_201510,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.003607357,GB
M_201510,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.02543499,MAB
M_201511,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.06531008,GOM
M_201511,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.03671758,GB
M_201511,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.0719227,MAB
M_201512,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.03936585,GOM
M_201512,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.0162557,GB
M_201512,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.06156341,MAB
M_201601,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.008684248,GOM
M_201601,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.006114981,GB
M_201601,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.009136976,MAB
M_201602,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.01078481,GOM
M_201602,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.01419302,GB
M_201602,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.01046534,MAB
M_201603,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.001205838,GOM
M_201603,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.01332013,GB
M_201603,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.04255095,MAB
M_201604,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.01282168,GOM
M_201604,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.03038059,GB
M_201604,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.02737572,MAB
M_201605,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.02278801,GOM
M_201605,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.007122243,GB
M_201605,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.007178864,MAB
M_201606,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.02597154,GOM
M_201606,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.02181712,GB
M_201606,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.001317702,MAB
M_201607,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.02867101,GOM
M_201607,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.01627999,GB
M_201607,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.007082697,MAB
M_201608,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.007977707,GOM
M_201608,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.00265414,GB
M_201608,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.0216968,MAB
M_201609,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.02531525,GOM
M_201609,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.02731445,GB
M_201609,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.00232778,MAB
M_201610,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.03597868,GOM
M_201610,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.06690742,GB
M_201610,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.008630314,MAB
M_201611,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.05202321,GOM
M_201611,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.02653529,GB
M_201611,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.06951807,MAB
M_201612,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.03003583,GOM
M_201612,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.03007054,GB
M_201612,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.04301425,MAB
M_201701,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.0254485,GOM
M_201701,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.02401944,GB
M_201701,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.03175345,MAB
M_201702,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.01652388,GOM
M_201702,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.01301582,GB
M_201702,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.01929507,MAB
M_201703,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.01338866,GOM
M_201703,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.0193932,GB
M_201703,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.00678422,MAB
M_201704,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.007146343,GOM
M_201704,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.003337899,GB
M_201704,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.004269748,MAB
M_201705,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.03587089,GOM
M_201705,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.02432073,GB
M_201705,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.02159502,MAB
M_201706,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.009124152,GOM
M_201706,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.02032575,GB
M_201706,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.0341777,MAB
M_201707,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.01361137,GOM
M_201707,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.006013528,GB
M_201707,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.03349733,MAB
M_201708,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.009286808,GOM
M_201708,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.008422166,GB
M_201708,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.03115712,MAB
M_201709,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.0058059,GOM
M_201709,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.002044977,GB
M_201709,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.01171983,MAB
M_201710,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.005125762,GOM
M_201710,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.01188002,GB
M_201710,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.005275547,MAB
M_201711,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.03417064,GOM
M_201711,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.03643745,GB
M_201711,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.004631429,MAB
M_201712,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.043862,GOM
M_201712,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.01976785,GB
M_201712,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.01587186,MAB
M_201801,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.002767323,GOM
M_201801,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.01870489,GB
M_201801,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.02328832,MAB
M_201802,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.01871888,GOM
M_201802,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.01048822,GB
M_201802,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.01746714,MAB
M_201803,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.01625988,GOM
M_201803,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.001472925,GB
M_201803,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.02548153,MAB
M_201804,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.03650264,GOM
M_201804,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.01376141,GB
M_201804,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.001352858,MAB
M_201805,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.05173722,GOM
M_201805,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.03032047,GB
M_201805,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.0124915,MAB
M_201806,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.01282561,GOM
M_201806,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-1.51E-05,GB
M_201806,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.01579994,MAB
M_201807,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.03311947,GOM
M_201807,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.02397383,GB
M_201807,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.004616637,MAB
M_201808,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.04699266,GOM
M_201808,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.03068026,GB
M_201808,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.01962841,MAB
M_201809,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.09566502,GOM
M_201809,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.04522096,GB
M_201809,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.01909603,MAB
M_201810,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.02832118,GOM
M_201810,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.000371009,GB
M_201810,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.01195039,MAB
M_201811,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.01623061,GOM
M_201811,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.05135831,GB
M_201811,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.05865138,MAB
M_201812,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.0740512,GOM
M_201812,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.0721984,GB
M_201812,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.06014624,MAB
M_201901,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.02875903,GOM
M_201901,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.04042964,GB
M_201901,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.05049039,MAB
M_201902,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.001953703,GOM
M_201902,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.004286776,GB
M_201902,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.01226008,MAB
M_201903,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.02579119,GOM
M_201903,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.01560557,GB
M_201903,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.01257705,MAB
M_201904,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.06980382,GOM
M_201904,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.02038681,GB
M_201904,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.0307175,MAB
M_201905,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.031433,GOM
M_201905,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.01197301,GB
M_201905,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.01936282,MAB
M_201906,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.05897262,GOM
M_201906,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.03739907,GB
M_201906,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.004135787,MAB
M_201907,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.00336828,GOM
M_201907,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.01546108,GB
M_201907,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.002410394,MAB
M_201908,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.00700846,GOM
M_201908,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.02230602,GB
M_201908,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.006649786,MAB
M_201909,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-3.45E-05,GOM
M_201909,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.006261891,GB
M_201909,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.00439745,MAB
M_201910,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.03005791,GOM
M_201910,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.006001356,GB
M_201910,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.00564928,MAB
M_201911,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.001914638,GOM
M_201911,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.03201623,GB
M_201911,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.01420883,MAB
M_201912,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.03139971,GOM
M_201912,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.007708605,GB
M_201912,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.01599275,MAB
M_202001,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.005133923,GOM
M_202001,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.01183068,GB
M_202001,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.000740292,MAB
M_202002,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.00087367,GOM
M_202002,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.003914833,GB
M_202002,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.02546984,MAB
M_202003,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.006107842,GOM
M_202003,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.009765891,GB
M_202003,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.02613379,MAB
M_202004,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.02288108,GOM
M_202004,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.01699644,GB
M_202004,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.0129734,MAB
M_202005,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.01425489,GOM
M_202005,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.02294976,GB
M_202005,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.04536555,MAB
M_202006,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.03337025,GOM
M_202006,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.008991765,GB
M_202006,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.01223013,MAB
M_202007,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.004937312,GOM
M_202007,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.0569694,GB
M_202007,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.01042669,MAB
M_202008,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.0147871,GOM
M_202008,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.03582193,GB
M_202008,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.02701109,MAB
M_202009,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.05518404,GOM
M_202009,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.02580385,GB
M_202009,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.02732614,MAB
M_202010,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.06789935,GOM
M_202010,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.02593024,GB
M_202010,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.03385312,MAB
M_202011,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.04216379,GOM
M_202011,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.001513088,GB
M_202011,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.05140039,MAB
M_202012,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.05417924,GOM
M_202012,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.01520353,GB
M_202012,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.004715019,MAB
M_202101,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.03340941,GOM
M_202101,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.000857401,GB
M_202101,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.0127603,MAB
M_202102,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.0212011,GOM
M_202102,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.005335898,GB
M_202102,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.01191602,MAB
M_202103,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.02537241,GOM
M_202103,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.005828419,GB
M_202103,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.01003796,MAB
M_202104,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.06498987,GOM
M_202104,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.06947611,GB
M_202104,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.03960426,MAB
M_202105,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.0739553,GOM
M_202105,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.02094891,GB
M_202105,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.04471559,MAB
M_202106,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.04023312,GOM
M_202106,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.05864993,GB
M_202106,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.03274656,MAB
M_202107,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.01319391,GOM
M_202107,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.04392532,GB
M_202107,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.02930956,MAB
M_202108,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.04822472,GOM
M_202108,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.02557005,GB
M_202108,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.03647959,MAB
M_202109,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.04483434,GOM
M_202109,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.0166954,GB
M_202109,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.01957639,MAB
M_202110,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.01501999,GOM
M_202110,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.01482773,GB
M_202110,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.02971715,MAB
M_202111,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.03173347,GOM
M_202111,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.04647699,GB
M_202111,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.0113651,MAB
M_202112,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.009338614,GOM
M_202112,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.06406751,GB
M_202112,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.000389602,MAB
M_202201,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.01991913,GOM
M_202201,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.02837059,GB
M_202201,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.004655298,MAB
M_202202,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.07367891,GOM
M_202202,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.007145634,GB
M_202202,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.01496325,MAB
M_202203,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.03069288,GOM
M_202203,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.03252441,GB
M_202203,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.02856326,MAB
M_202204,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.021616,GOM
M_202204,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.05447603,GB
M_202204,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.02373886,MAB
M_202205,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.000478698,GOM
M_202205,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.02472649,GB
M_202205,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.01118374,MAB
M_202206,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.03523193,GOM
M_202206,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.04888632,GB
M_202206,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.01077766,MAB
M_202207,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.009202022,GOM
M_202207,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.01804718,GB
M_202207,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.009654067,MAB
M_202208,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.0293797,GOM
M_202208,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.01719873,GB
M_202208,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.03500077,MAB
M_202209,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.01490626,GOM
M_202209,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.0135126,GB
M_202209,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.03219465,MAB
M_202210,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.06237343,GOM
M_202210,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.02542509,GB
M_202210,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.004799723,MAB
M_202211,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.08482904,GOM
M_202211,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.005413227,GB
M_202211,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,-0.07056426,MAB
M_202212,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.06929442,GOM
M_202212,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.03755729,GB
M_202212,MONTHLY_PSC_FMICRO_DIFFERENCE_ANOMALY,0.009365092,MAB
A_1998,ANNUAL_PSC_FMICRO_MEDIAN,0.4976201,GOM
A_1998,ANNUAL_PSC_FMICRO_MEDIAN,0.5082793,GB
A_1998,ANNUAL_PSC_FMICRO_MEDIAN,0.4505342,MAB
A_1999,ANNUAL_PSC_FMICRO_MEDIAN,0.4976201,GOM
A_1999,ANNUAL_PSC_FMICRO_MEDIAN,0.5082793,GB
A_1999,ANNUAL_PSC_FMICRO_MEDIAN,0.4505342,MAB
A_2000,ANNUAL_PSC_FMICRO_MEDIAN,0.4976201,GOM
A_2000,ANNUAL_PSC_FMICRO_MEDIAN,0.5082793,GB
A_2000,ANNUAL_PSC_FMICRO_MEDIAN,0.4505342,MAB
A_2001,ANNUAL_PSC_FMICRO_MEDIAN,0.4976201,GOM
A_2001,ANNUAL_PSC_FMICRO_MEDIAN,0.5082793,GB
A_2001,ANNUAL_PSC_FMICRO_MEDIAN,0.4505342,MAB
A_2002,ANNUAL_PSC_FMICRO_MEDIAN,0.4976201,GOM
A_2002,ANNUAL_PSC_FMICRO_MEDIAN,0.5082793,GB
A_2002,ANNUAL_PSC_FMICRO_MEDIAN,0.4505342,MAB
A_2003,ANNUAL_PSC_FMICRO_MEDIAN,0.4976201,GOM
A_2003,ANNUAL_PSC_FMICRO_MEDIAN,0.5082793,GB
A_2003,ANNUAL_PSC_FMICRO_MEDIAN,0.4505342,MAB
A_2004,ANNUAL_PSC_FMICRO_MEDIAN,0.4976201,GOM
A_2004,ANNUAL_PSC_FMICRO_MEDIAN,0.5082793,GB
A_2004,ANNUAL_PSC_FMICRO_MEDIAN,0.4505342,MAB
A_2005,ANNUAL_PSC_FMICRO_MEDIAN,0.4976201,GOM
A_2005,ANNUAL_PSC_FMICRO_MEDIAN,0.5082793,GB
A_2005,ANNUAL_PSC_FMICRO_MEDIAN,0.4505342,MAB
A_2006,ANNUAL_PSC_FMICRO_MEDIAN,0.4976201,GOM
A_2006,ANNUAL_PSC_FMICRO_MEDIAN,0.5082793,GB
A_2006,ANNUAL_PSC_FMICRO_MEDIAN,0.4505342,MAB
A_2007,ANNUAL_PSC_FMICRO_MEDIAN,0.4976201,GOM
A_2007,ANNUAL_PSC_FMICRO_MEDIAN,0.5082793,GB
A_2007,ANNUAL_PSC_FMICRO_MEDIAN,0.4505342,MAB
A_2008,ANNUAL_PSC_FMICRO_MEDIAN,0.4976201,GOM
A_2008,ANNUAL_PSC_FMICRO_MEDIAN,0.5082793,GB
